DV,Group1,Group2,n1,n2,mean1,mean2,sd1,sd2,t_value,df,p_value,significant_(p<0.05)
trashCount,Hippie,Glam,147,143,36.61904761904762,30.04895104895105,32.49854229256372,31.835919272642442,1.7386037827230887,288,0.08317313950364268,False
